Title;ID;Frame;Pearson;ObjPear;Spearman;ObjSp;Overlap;K1;K2;M1;M2;Inters;I1;I2;ICQ;CCFmin;CCFmax;ChR;ChG;ThR;ThG;SiR;SiG;ROI;Ref;Treatment;Feeding;Slide;Series
A488+A405 Prop-Tyr;Blue/Green;0;0.786;0.786;0.543;0.543;0.823;0.118;5.764;0.899;1;0.344;0.344;1;0.423;0.376;0.845;0;1;0.00272;0.29663;0;0;-;-;A488+A405;Prop-Tyr;3b;18
A488+A405 Prop-Tyr;Blue/Red;0;0.785;0.76;0.709;0.682;0.813;0.167;3.959;0.973;0.993;0.548;0.662;0.761;0.452;0.44;0.786;0;2;3.0767;0.52229;0;0;-;-;A488+A405;Prop-Tyr;3b;18
A488+A405 Prop-Tyr;Green/Red;0;0.755;0.755;0.683;0.683;0.791;1.144;0.547;1;0.924;0.298;1;0.298;0.436;0.395;0.757;1;2;0.54007;0.00174;0;0;-;-;A488+A405;Prop-Tyr;3b;18
A488+A405 Prop-Tyr;Blue/Green;0;0.861;0.861;0.663;0.663;0.887;0.119;6.613;0.976;1;0.692;0.692;1;0.452;0.442;0.926;0;1;0.01357;0.02976;0;0;-;-;A488+A405;Prop-Tyr;3b;19
A488+A405 Prop-Tyr;Blue/Red;0;0.831;0.831;0.701;0.701;0.858;0.242;3.044;1;0.991;0.542;1;0.542;0.452;0.429;0.852;0;2;2.4775;0.00041;0;0;-;-;A488+A405;Prop-Tyr;3b;19
A488+A405 Prop-Tyr;Green/Red;0;0.839;0.839;0.752;0.752;0.864;1.845;0.405;1;0.977;0.27;1;0.27;0.473;0.487;0.839;1;2;0.71887;0.00041;0;0;-;-;A488+A405;Prop-Tyr;3b;19
A488+A405 Prop-Tyr;Blue/Green;0;0.866;0.866;0.653;0.653;0.892;0.127;6.262;1;1;1;1;1;0.452;0.445;0.926;0;1;0.01018;0.00019;0;0;-;-;A488+A405;Prop-Tyr;3b;20
A488+A405 Prop-Tyr;Blue/Red;0;0.836;0.836;0.722;0.722;0.863;0.189;3.938;1;0.991;0.581;1;0.581;0.451;0.429;0.859;0;2;2.3174;0.00048;0;0;-;-;A488+A405;Prop-Tyr;3b;20
A488+A405 Prop-Tyr;Green/Red;0;0.858;0.858;0.757;0.757;0.88;1.366;0.566;1;0.978;0.281;1;0.281;0.47;0.491;0.858;1;2;0.55295;0.00048;0;0;-;-;A488+A405;Prop-Tyr;3b;20
A488+A405 Prop-Tyr;Blue/Green;0;0.708;0.708;0.602;0.602;0.757;0.117;4.907;0.995;1;0.983;0.983;1;0.422;0.202;0.793;0;1;0.03027;0.00024;0;0;-;-;A488+A405;Prop-Tyr;3b;21
A488+A405 Prop-Tyr;Blue/Red;0;0.702;0.702;0.631;0.631;0.753;0.163;3.467;1;0.992;0.86;1;0.86;0.419;0.288;0.702;0;2;5.601;0.0003;0;0;-;-;A488+A405;Prop-Tyr;3b;21
A488+A405 Prop-Tyr;Green/Red;0;0.56;0.56;0.686;0.686;0.62;0.854;0.45;1;0.946;0.384;1;0.384;0.434;0.235;0.568;1;2;0.72423;0.0003;0;0;-;-;A488+A405;Prop-Tyr;3b;21
A488+A405 Prop-Tyr;Blue/Green;0;0.704;0.641;0.709;0.663;0.745;0.127;4.367;0.918;0.975;0.523;0.588;0.826;0.428;0.192;0.796;0;1;14.671;1.2483;0;0;-;-;A488+A405;Prop-Tyr;3b;22
A488+A405 Prop-Tyr;Blue/Red;0;0.7;0.7;0.641;0.641;0.748;0.129;4.33;1;0.992;0.827;1;0.827;0.417;0.281;0.7;0;2;6.1125;0.00024;0;0;-;-;A488+A405;Prop-Tyr;3b;22
A488+A405 Prop-Tyr;Green/Red;0;0.591;0.591;0.69;0.69;0.648;0.682;0.615;1;0.973;0.498;1;0.498;0.432;0.241;0.598;1;2;0.32816;0.00024;0;0;-;-;A488+A405;Prop-Tyr;3b;22
A488+A405 Prop-Tyr;Blue/Green;0;0.796;0.717;0.837;0.791;0.84;0.128;5.497;1;0.978;0.695;1;0.847;0.453;0.659;0.803;0;1;9.1564;1.1786;0;0;-;-;A488+A405;Prop-Tyr;3b;23
A488+A405 Prop-Tyr;Blue/Red;0;0.817;0.817;0.783;0.783;0.865;0;4;1;1;1;1;1;0.429;0.749;0.818;0;2;0.00345;0.44732;0;0;-;-;A488+A405;Prop-Tyr;3b;23
A488+A405 Prop-Tyr;Green/Red;0;0.687;0.687;0.799;0.799;0.76;1;1;1;0.962;1;1;0.565;0.433;0.629;0.692;1;2;0.39402;0.0005;0;0;-;-;A488+A405;Prop-Tyr;3b;23
A488+A405 Prop-Tyr;Blue/Green;0;0.81;0.724;0.832;0.778;0.852;0.133;5.472;0.968;0.976;0.685;0.776;0.854;0.451;0.675;0.815;0;1;11.782;1.4698;0;0;-;-;A488+A405;Prop-Tyr;3b;24
A488+A405 Prop-Tyr;Blue/Red;0;0.809;0.809;0.766;0.766;0.86;0.156;4.741;0.967;1;0.753;0.753;1;0.425;0.737;0.81;0;2;0.00538;0.26303;0;0;-;-;A488+A405;Prop-Tyr;3b;24
A488+A405 Prop-Tyr;Green/Red;0;0.71;0.71;0.801;0.801;0.781;0.951;0.642;1;0.985;0.739;1;0.739;0.425;0.643;0.711;1;2;0.11753;0.00042;0;0;-;-;A488+A405;Prop-Tyr;3b;24
A488+A405 Prop-Tyr;Blue/Green;0;0.676;0.641;0.81;0.769;0.745;0.087;6.399;0.962;0.995;0.669;0.718;0.907;0.4;0.371;0.693;0;1;4.7377;0.36173;0;0;-;-;A488+A405;Prop-Tyr;3b;25
A488+A405 Prop-Tyr;Blue/Red;0;0.596;0.596;0.617;0.617;0.678;0.119;3.871;1;0.999;0.974;1;0.974;0.353;0.406;0.596;0;2;0.72259;0.00033;0;0;-;-;A488+A405;Prop-Tyr;3b;25
A488+A405 Prop-Tyr;Green/Red;0;0.71;0.71;0.684;0.684;0.758;1.208;0.475;1;0.957;0.387;1;0.387;0.431;0.458;0.717;1;2;1.0083;0.00033;0;0;-;-;A488+A405;Prop-Tyr;3b;25
A488+A405 Prop-Lys;Blue/Green;0;0.568;0.568;0.769;0.769;0.608;0.24;1.539;1;0.983;0.334;1;0.334;0.443;0.507;0.574;0;1;12.975;0.00047;0;0;-;-;A488+A405;Prop-Lys;4a bis;1
A488+A405 Prop-Lys;Blue/Red;0;0.832;0.832;0.735;0.735;0.861;0.226;3.27;1;0.991;0.432;1;0.432;0.438;0.828;0.834;0;2;6.9875;0.00066;0;0;-;-;A488+A405;Prop-Lys;4a bis;1
A488+A405 Prop-Lys;Green/Red;0;0.544;0.544;0.7;0.7;0.586;0.371;0.927;0.953;1;0.209;0.209;1;0.474;0.534;0.566;1;2;0.00047;4.9008;0;0;-;-;A488+A405;Prop-Lys;4a bis;1
A488+A405 Prop-Lys;Blue/Green;0;0.582;0.582;0.768;0.769;0.622;0.244;1.584;1;0.98;0.323;1;0.323;0.447;0.506;0.59;0;1;10.349;0.00045;0;0;-;-;A488+A405;Prop-Lys;4a bis;2
A488+A405 Prop-Lys;Blue/Red;0;0.836;0.836;0.755;0.755;0.864;0.167;4.457;1;0.995;0.428;1;0.428;0.442;0.831;0.838;0;2;4.3272;0.00037;0;0;-;-;A488+A405;Prop-Lys;4a bis;2
A488+A405 Prop-Lys;Green/Red;0;0.543;0.542;0.693;0.694;0.585;0.273;1.255;0.948;1;0.203;0.203;1;0.475;0.535;0.566;1;2;0.00045;3.7134;0;0;-;-;A488+A405;Prop-Lys;4a bis;2
A488+A405 Prop-Lys;Blue/Green;0;0.591;0.591;0.428;0.428;0.617;0.269;1.415;1;1;1;1;1;0.445;0.485;0.599;0;1;0.00932;0.00042;0;0;-;-;A488+A405;Prop-Lys;4a bis;3
A488+A405 Prop-Lys;Blue/Red;0;0.824;0.824;0.709;0.709;0.85;0.261;2.763;1;0.966;0.252;1;0.252;0.455;0.769;0.824;0;2;20.209;0.0005;0;0;-;-;A488+A405;Prop-Lys;4a bis;3
A488+A405 Prop-Lys;Green/Red;0;0.525;0.525;0.661;0.661;0.561;0.323;0.973;0.921;1;0.184;0.184;1;0.478;0.484;0.535;1;2;0.00042;4.352;0;0;-;-;A488+A405;Prop-Lys;4a bis;3
A488+A405 Prop-Lys;Blue/Green;0;0.599;0.536;0.8;0.765;0.622;0.305;1.269;0.96;0.986;0.647;0.808;0.765;0.452;0.462;0.611;0;1;18.628;1.7802;0;0;-;-;A488+A405;Prop-Lys;4a bis;4
A488+A405 Prop-Lys;Blue/Red;0;0.821;0.821;0.628;0.628;0.847;0.189;3.787;1;0.994;0.636;1;0.636;0.449;0.761;0.821;0;2;5.9054;0.00034;0;0;-;-;A488+A405;Prop-Lys;4a bis;4
A488+A405 Prop-Lys;Green/Red;0;0.518;0.518;0.655;0.655;0.553;0.249;1.23;0.924;1;0.178;0.178;1;0.478;0.472;0.529;1;2;0.0004;3.439;0;0;-;-;A488+A405;Prop-Lys;4a bis;4
A488+A405 Prop-Lys;Blue/Green;0;0.57;0.57;0.449;0.449;0.604;0.206;1.777;0.998;1;0.948;0.948;1;0.378;0.278;0.585;0;1;0.00278;0.00041;0;0;-;-;A488+A405;Prop-Lys;4a bis;5
A488+A405 Prop-Lys;Blue/Red;0;0.786;0.786;0.577;0.574;0.815;0.259;2.559;1;0.99;0.652;0.999;0.652;0.44;0.398;0.807;0;2;16.332;0.00047;0;0;-;-;A488+A405;Prop-Lys;4a bis;5
A488+A405 Prop-Lys;Green/Red;0;0.531;0.531;0.623;0.623;0.572;0.46;0.71;0.835;1;0.191;0.191;1;0.421;0.281;0.535;1;2;0.00041;3.1018;0;0;-;-;A488+A405;Prop-Lys;4a bis;5
A488+A405 Prop-Lys;Blue/Green;0;0.546;0.442;0.691;0.545;0.573;0.243;1.351;0.862;0.929;0.534;0.69;0.702;0.42;0.242;0.562;0;1;47.5;7.8462;0;0;-;-;A488+A405;Prop-Lys;4a bis;6
A488+A405 Prop-Lys;Blue/Red;0;0.787;0.787;0.579;0.578;0.816;0.185;3.613;1;0.991;0.689;0.999;0.689;0.439;0.398;0.809;0;2;14.486;0.00034;0;0;-;-;A488+A405;Prop-Lys;4a bis;6
A488+A405 Prop-Lys;Green/Red;0;0.53;0.53;0.616;0.616;0.571;0.327;0.997;0.816;1;0.179;0.179;1;0.419;0.283;0.533;1;2;0.00039;2.8088;0;0;-;-;A488+A405;Prop-Lys;4a bis;6
A488+A405 Prop-Lys;Blue/Green;0;0.613;0.612;0.734;0.734;0.653;0.188;2.275;1;0.976;0.345;1;0.346;0.449;0.511;0.628;0;1;6.1673;0.00035;0;0;-;-;A488+A405;Prop-Lys;4a bis;7
A488+A405 Prop-Lys;Blue/Red;0;0.815;0.815;0.71;0.71;0.846;0.252;2.841;1;0.989;0.472;1;0.472;0.445;0.738;0.837;0;2;3.3419;0.00049;0;0;-;-;A488+A405;Prop-Lys;4a bis;7
A488+A405 Prop-Lys;Green/Red;0;0.603;0.603;0.728;0.729;0.643;0.649;0.636;0.961;1;0.235;0.235;1;0.48;0.555;0.623;1;2;0.00035;2.5804;0;0;-;-;A488+A405;Prop-Lys;4a bis;7
A488+A405 Prop-Lys;Blue/Green;0;0.625;0.625;0.717;0.717;0.664;0.191;2.316;1;0.977;0.367;1;0.367;0.449;0.512;0.644;0;1;6.4381;0.00033;0;0;-;-;A488+A405;Prop-Lys;4a bis;8
A488+A405 Prop-Lys;Blue/Red;0;0.822;0.822;0.671;0.671;0.852;0.195;3.733;1;0.989;0.618;1;0.618;0.445;0.741;0.847;0;2;2.8236;0.00038;0;0;-;-;A488+A405;Prop-Lys;4a bis;8
A488+A405 Prop-Lys;Green/Red;0;0.613;0.613;0.71;0.71;0.652;0.5;0.851;0.956;1;0.215;0.215;1;0.479;0.56;0.632;1;2;0.00033;2.6054;0;0;-;-;A488+A405;Prop-Lys;4a bis;8
A488+A405 Prop-Lys;Blue/Green;0;0.554;0.461;0.803;0.687;0.586;0.302;1.138;0.921;0.973;0.665;0.803;0.795;0.436;0.296;0.567;0;1;31.102;4.6331;0;0;-;-;A488+A405;Prop-Lys;4a bis;9
A488+A405 Prop-Lys;Blue/Red;0;0.848;0.848;0.654;0.654;0.875;0.301;2.545;1;0.988;0.583;1;0.583;0.453;0.438;0.863;0;2;10.252;0.00061;0;0;-;-;A488+A405;Prop-Lys;4a bis;9
A488+A405 Prop-Lys;Green/Red;0;0.504;0.504;0.692;0.692;0.551;0.368;0.823;0.909;1;0.211;0.211;1;0.464;0.325;0.504;1;2;0.00054;6.3065;0;0;-;-;A488+A405;Prop-Lys;4a bis;9
A488+A405 Prop-Lys;Blue/Green;0;0.575;0.575;0.417;0.417;0.609;0.268;1.385;1;1;0.999;0.999;1;0.426;0.311;0.588;0;1;0.01234;0.00051;0;0;-;-;A488+A405;Prop-Lys;4a bis;10
A488+A405 Prop-Lys;Blue/Red;0;0.847;0.728;0.88;0.771;0.873;0.243;3.134;0.981;0.992;0.758;0.936;0.799;0.459;0.426;0.865;0;2;30.969;0.79178;0;0;-;-;A488+A405;Prop-Lys;4a bis;10
A488+A405 Prop-Lys;Green/Red;0;0.499;0.499;0.689;0.689;0.546;0.261;1.144;0.906;1;0.206;0.206;1;0.465;0.318;0.499;1;2;0.00052;5.142;0;0;-;-;A488+A405;Prop-Lys;4a bis;10
A488+A405 Prop-Lys;Blue/Green;0;0.597;0.597;0.755;0.755;0.633;0.26;1.543;1;0.977;0.315;1;0.315;0.443;0.445;0.615;0;1;9.5826;0.00042;0;0;-;-;A488+A405;Prop-Lys;4a bis;11
A488+A405 Prop-Lys;Blue/Red;0;0.803;0.759;0.806;0.763;0.836;0.257;2.72;0.972;0.994;0.657;0.763;0.827;0.44;0.704;0.834;0;2;3.9818;0.72597;0;0;-;-;A488+A405;Prop-Lys;4a bis;11
A488+A405 Prop-Lys;Green/Red;0;0.545;0.545;0.706;0.706;0.585;0.424;0.808;0.955;1;0.22;0.22;1;0.47;0.495;0.552;1;2;0.00042;4.8145;0;0;-;-;A488+A405;Prop-Lys;4a bis;11
A488+A405 Prop-Lys;Blue/Green;0;0.609;0.609;0.733;0.733;0.644;0.263;1.576;1;0.973;0.334;1;0.334;0.443;0.437;0.631;0;1;11.2;0.00039;0;0;-;-;A488+A405;Prop-Lys;4a bis;12
A488+A405 Prop-Lys;Blue/Red;0;0.792;0.753;0.771;0.735;0.827;0.197;3.475;0.958;0.993;0.599;0.663;0.86;0.437;0.69;0.823;0;2;6.0427;0.9283;0;0;-;-;A488+A405;Prop-Lys;4a bis;12
A488+A405 Prop-Lys;Green/Red;0;0.539;0.539;0.7;0.7;0.581;0.325;1.038;0.947;1;0.218;0.218;1;0.47;0.487;0.547;1;2;0.00039;4.1182;0;0;-;-;A488+A405;Prop-Lys;4a bis;12
A488+A405 Prop-Lys;Blue/Green;0;0.594;0.594;0.713;0.713;0.623;0.255;1.52;1;0.974;0.287;1;0.287;0.451;0.32;0.613;0;1;9.5719;0.00033;0;0;-;-;A488+A405;Prop-Lys;4a bis;13
A488+A405 Prop-Lys;Blue/Red;0;0.842;0.842;0.684;0.684;0.865;0.275;2.72;1;0.99;0.531;1;0.531;0.456;0.49;0.843;0;2;3.9373;0.00103;0;0;-;-;A488+A405;Prop-Lys;4a bis;13
A488+A405 Prop-Lys;Green/Red;0;0.541;0.541;0.673;0.673;0.574;0.432;0.764;0.954;1;0.19;0.19;1;0.476;0.285;0.542;1;2;0.00033;3.893;0;0;-;-;A488+A405;Prop-Lys;4a bis;13
A488+A405 Prop-Lys;Blue/Green;0;0.601;0.601;0.701;0.701;0.629;0.259;1.529;1;0.969;0.293;1;0.293;0.452;0.318;0.624;0;1;9.099;0.00032;0;0;-;-;A488+A405;Prop-Lys;4a bis;14
A488+A405 Prop-Lys;Blue/Red;0;0.83;0.83;0.659;0.659;0.855;0.22;3.331;1;0.991;0.646;1;0.646;0.456;0.482;0.832;0;2;3.1532;0.00085;0;0;-;-;A488+A405;Prop-Lys;4a bis;14
A488+A405 Prop-Lys;Green/Red;0;0.538;0.538;0.666;0.666;0.571;0.345;0.947;0.945;1;0.185;0.185;1;0.478;0.282;0.539;1;2;0.00032;3.3158;0;0;-;-;A488+A405;Prop-Lys;4a bis;14
A488+A405 Prop-Lys;Blue/Green;0;0.573;0.573;0.729;0.729;0.601;0.294;1.229;1;0.971;0.276;1;0.276;0.454;0.446;0.58;0;1;12.541;0.00041;0;0;-;-;A488+A405;Prop-Lys;4a bis;15
A488+A405 Prop-Lys;Blue/Red;0;0.822;0.822;0.711;0.711;0.847;0.18;3.996;1;0.995;0.477;1;0.477;0.449;0.804;0.827;0;2;4.4004;0.00035;0;0;-;-;A488+A405;Prop-Lys;4a bis;15
A488+A405 Prop-Lys;Green/Red;0;0.502;0.502;0.65;0.65;0.537;0.224;1.285;0.94;1;0.173;0.173;1;0.478;0.489;0.52;1;2;0.00041;3.6745;0;0;-;-;A488+A405;Prop-Lys;4a bis;15
A488+A405 Prop-Lys;Blue/Green;0;0.582;0.582;0.727;0.727;0.608;0.3;1.232;1;0.976;0.27;1;0.27;0.456;0.435;0.591;0;1;12.255;0.00039;0;0;-;-;A488+A405;Prop-Lys;4a bis;16
A488+A405 Prop-Lys;Blue/Red;0;0.83;0.83;0.677;0.677;0.855;0.146;4.995;1;0.992;0.579;1;0.579;0.449;0.808;0.835;0;2;3.3849;0.00148;0;0;-;-;A488+A405;Prop-Lys;4a bis;16
A488+A405 Prop-Lys;Green/Red;0;0.497;0.497;0.649;0.649;0.531;0.178;1.587;0.946;1;0.171;0.171;1;0.478;0.473;0.511;1;2;0.00039;2.9977;0;0;-;-;A488+A405;Prop-Lys;4a bis;16
A488+A405 Prop-Lys;Blue/Green;0;0.562;0.562;0.682;0.682;0.587;0.301;1.146;1;0.956;0.3;1;0.3;0.461;0.324;0.61;0;1;7.8273;0.00027;0;0;-;-;A488+A405;Prop-Lys;4a bis;17
A488+A405 Prop-Lys;Blue/Red;0;0.828;0.828;0.63;0.63;0.856;0.29;2.523;0.999;1;0.991;0.991;1;0.462;0.599;0.834;0;2;0.01629;0.00412;0;0;-;-;A488+A405;Prop-Lys;4a bis;17
A488+A405 Prop-Lys;Green/Red;0;0.467;0.467;0.662;0.662;0.5;0.321;0.779;0.928;1;0.186;0.186;1;0.472;0.323;0.469;1;2;0.00027;4.2406;0;0;-;-;A488+A405;Prop-Lys;4a bis;17
A488+A405 Prop-Lys;Blue/Green;0;0.567;0.567;0.673;0.673;0.593;0.302;1.166;1;0.948;0.306;1;0.306;0.462;0.324;0.62;0;1;5.9088;0.00026;0;0;-;-;A488+A405;Prop-Lys;4a bis;18
A488+A405 Prop-Lys;Blue/Red;0;0.806;0.806;0.683;0.683;0.835;0.244;2.86;0.916;1;0.415;0.415;1;0.462;0.583;0.811;0;2;0.01724;0.3181;0;0;-;-;A488+A405;Prop-Lys;4a bis;18
A488+A405 Prop-Lys;Green/Red;0;0.477;0.477;0.661;0.661;0.511;0.283;0.92;0.918;1;0.185;0.185;1;0.474;0.326;0.478;1;2;0.00026;3.3609;0;0;-;-;A488+A405;Prop-Lys;4a bis;18
A488+A405 Prop-Lys;Blue/Green;0;0.536;0.536;0.406;0.406;0.587;0.208;1.653;1;1;1;1;1;0.382;0.327;0.562;0;1;0.00323;0.00049;0;0;-;-;A488+A405;Prop-Lys;4a bis;19
A488+A405 Prop-Lys;Blue/Red;0;0.778;0.778;0.642;0.642;0.815;0.232;2.863;1;0.994;0.611;1;0.611;0.43;0.498;0.819;0;2;15.757;0.00051;0;0;-;-;A488+A405;Prop-Lys;4a bis;19
A488+A405 Prop-Lys;Green/Red;0;0.486;0.486;0.691;0.691;0.539;0.364;0.797;0.85;1;0.225;0.225;1;0.423;0.343;0.494;1;2;0.00049;4.2512;0;0;-;-;A488+A405;Prop-Lys;4a bis;19
A488+A405 Prop-Lys;Blue/Green;0;0.542;0.542;0.381;0.381;0.591;0.211;1.659;1;1;1;1;1;0.377;0.322;0.571;0;1;0.00309;0.00046;0;0;-;-;A488+A405;Prop-Lys;4a bis;20
A488+A405 Prop-Lys;Blue/Red;0;0.726;0.487;0.819;0.55;0.763;0.177;3.282;0.825;0.997;0.676;0.683;0.984;0.432;0.436;0.77;0;2;47.297;8.0435;0;0;-;-;A488+A405;Prop-Lys;4a bis;20
A488+A405 Prop-Lys;Green/Red;0;0.355;0.275;0.711;0.75;0.385;0.249;0.597;0.996;0.865;0.454;0.957;0.464;0.439;0.259;0.365;1;2;17.65;0.66202;0;0;-;-;A488+A405;Prop-Lys;4a bis;20
A488+A405 Prop-Lys;Blue/Green;0;0.584;0.584;0.754;0.754;0.628;0.263;1.5;1;0.958;0.353;1;0.353;0.438;0.41;0.599;0;1;11.673;0.00055;0;0;-;-;A488+A405;Prop-Lys;4a;5
A488+A405 Prop-Lys;Blue/Red;0;0.808;0.807;0.764;0.761;0.844;0.2;3.555;1;0.996;0.55;0.998;0.551;0.44;0.621;0.833;0;2;4.0655;0.00051;0;0;-;-;A488+A405;Prop-Lys;4a;5
A488+A405 Prop-Lys;Green/Red;0;0.531;0.531;0.713;0.713;0.58;0.311;1.079;0.921;1;0.223;0.223;1;0.462;0.424;0.534;1;2;0.00055;4.9551;0;0;-;-;A488+A405;Prop-Lys;4a;5
A488+A405 Prop-Lys;Blue/Green;0;0.588;0.588;0.648;0.648;0.629;0.242;1.638;1;1;1;1;1;0.434;0.398;0.605;0;1;0.00275;0.00049;0;0;-;-;A488+A405;Prop-Lys;4a;6
A488+A405 Prop-Lys;Blue/Red;0;0.802;0.802;0.733;0.733;0.839;0.153;4.611;1;0.994;0.746;1;0.746;0.439;0.607;0.83;0;2;2.2252;0.00039;0;0;-;-;A488+A405;Prop-Lys;4a;6
A488+A405 Prop-Lys;Green/Red;0;0.521;0.521;0.708;0.708;0.57;0.24;1.352;0.912;1;0.217;0.217;1;0.462;0.41;0.525;1;2;0.00049;3.9152;0;0;-;-;A488+A405;Prop-Lys;4a;6
A488+A405 Prop-Lys;Blue/Green;0;0.551;0.551;0.529;0.529;0.596;0.223;1.594;0.996;1;0.969;0.969;1;0.393;0.368;0.562;0;1;0.00252;0.00045;0;0;-;-;A488+A405;Prop-Lys;4a;7
A488+A405 Prop-Lys;Blue/Red;0;0.776;0.615;0.86;0.717;0.805;0.191;3.39;0.912;0.999;0.725;0.735;0.981;0.444;0.61;0.778;0;2;22.449;3.63;0;0;-;-;A488+A405;Prop-Lys;4a;7
A488+A405 Prop-Lys;Green/Red;0;0.489;0.489;0.65;0.65;0.536;0.298;0.965;0.821;1;0.195;0.195;1;0.416;0.384;0.491;1;2;0.00045;3.9192;0;0;-;-;A488+A405;Prop-Lys;4a;7
A488+A405 Prop-Lys;Blue/Green;0;0.538;0.443;0.74;0.574;0.573;0.234;1.405;0.951;0.897;0.604;0.773;0.733;0.405;0.33;0.557;0;1;21.922;3.6498;0;0;-;-;A488+A405;Prop-Lys;4a;8
A488+A405 Prop-Lys;Blue/Red;0;0.787;0.745;0.778;0.777;0.818;0.154;4.344;0.964;0.995;0.585;0.645;0.862;0.442;0.622;0.788;0;2;7.5135;0.46304;0;0;-;-;A488+A405;Prop-Lys;4a;8
A488+A405 Prop-Lys;Green/Red;0;0.476;0.476;0.639;0.639;0.523;0.239;1.146;0.808;1;0.184;0.184;1;0.416;0.378;0.476;1;2;0.00041;3.0115;0;0;-;-;A488+A405;Prop-Lys;4a;8
A488+A405 Prop-Lys;Blue/Green;0;0.63;0.63;0.836;0.836;0.669;0.272;1.644;1;0.982;0.386;1;0.386;0.448;0.427;0.642;0;1;12.891;0.00049;0;0;-;-;A488+A405;Prop-Lys;4a;9
A488+A405 Prop-Lys;Blue/Red;0;0.78;0.778;0.876;0.873;0.825;0.217;3.134;1;0.997;0.741;0.997;0.742;0.437;0.61;0.782;0;2;1.9397;0.00056;0;0;-;-;A488+A405;Prop-Lys;4a;9
A488+A405 Prop-Lys;Green/Red;0;0.513;0.513;0.733;0.733;0.565;0.355;0.902;0.934;1;0.246;0.246;1;0.461;0.398;0.513;1;2;0.00049;5.1392;0;0;-;-;A488+A405;Prop-Lys;4a;9
A488+A405 Prop-Lys;Blue/Green;0;0.641;0.639;0.832;0.839;0.68;0.267;1.729;1;0.981;0.408;1;0.408;0.45;0.423;0.658;0;1;10.782;0.00044;0;0;-;-;A488+A405;Prop-Lys;4a;10
A488+A405 Prop-Lys;Blue/Red;0;0.783;0.764;0.878;0.862;0.826;0.178;3.825;0.988;0.999;0.732;0.766;0.943;0.439;0.609;0.785;0;2;1.6736;0.17569;0;0;-;-;A488+A405;Prop-Lys;4a;10
A488+A405 Prop-Lys;Green/Red;0;0.525;0.522;0.73;0.74;0.576;0.305;1.089;0.932;1;0.252;0.252;1;0.463;0.401;0.525;1;2;0.00044;4.0253;0;0;-;-;A488+A405;Prop-Lys;4a;10
A488+A405 Prop-Lys;Blue/Green;0;0.589;0.589;0.769;0.77;0.621;0.252;1.536;1;0.974;0.314;1;0.314;0.457;0.477;0.603;0;1;9.1317;0.00038;0;0;-;-;A488+A405;Prop-Lys;4a;11
A488+A405 Prop-Lys;Blue/Red;0;0.804;0.804;0.713;0.712;0.837;0.251;2.79;1;0.994;0.723;1;0.724;0.447;0.762;0.819;0;2;1.0204;0.00051;0;0;-;-;A488+A405;Prop-Lys;4a;11
A488+A405 Prop-Lys;Green/Red;0;0.52;0.519;0.69;0.692;0.558;0.401;0.777;0.938;1;0.205;0.205;1;0.475;0.457;0.551;1;2;0.00038;4.7158;0;0;-;-;A488+A405;Prop-Lys;4a;11
A488+A405 Prop-Lys;Blue/Green;0;0.599;0.599;0.765;0.765;0.63;0.252;1.575;1;0.973;0.31;1;0.31;0.458;0.473;0.619;0;1;8.2617;0.00035;0;0;-;-;A488+A405;Prop-Lys;4a;12
A488+A405 Prop-Lys;Blue/Red;0;0.8;0.774;0.797;0.805;0.831;0.196;3.523;0.974;0.999;0.589;0.633;0.894;0.446;0.752;0.815;0;2;1.6241;0.26629;0;0;-;-;A488+A405;Prop-Lys;4a;12
A488+A405 Prop-Lys;Green/Red;0;0.516;0.516;0.679;0.679;0.555;0.315;0.976;0.934;1;0.194;0.194;1;0.474;0.449;0.551;1;2;0.00035;3.7415;0;0;-;-;A488+A405;Prop-Lys;4a;12
A488+A405 Prop-Lys;Blue/Green;0;0.587;0.585;0.796;0.802;0.63;0.267;1.483;1;0.985;0.37;1;0.37;0.437;0.387;0.614;0;1;11.806;0.00053;0;0;-;-;A488+A405;Prop-Lys;4a;13
A488+A405 Prop-Lys;Blue/Red;0;0.755;0.754;0.811;0.804;0.802;0.177;3.63;1;1;0.893;0.996;0.896;0.429;0.51;0.796;0;2;0.49961;0.00049;0;0;-;-;A488+A405;Prop-Lys;4a;13
A488+A405 Prop-Lys;Green/Red;0;0.508;0.505;0.713;0.724;0.558;0.28;1.112;0.946;1;0.232;0.232;1;0.469;0.382;0.52;1;2;0.00053;4.9144;0;0;-;-;A488+A405;Prop-Lys;4a;13
A488+A405 Prop-Lys;Blue/Green;0;0.593;0.593;0.788;0.788;0.633;0.26;1.543;1;0.983;0.355;1;0.355;0.439;0.375;0.624;0;1;11.515;0.00047;0;0;-;-;A488+A405;Prop-Lys;4a;14
A488+A405 Prop-Lys;Blue/Red;0;0.751;0.751;0.772;0.772;0.799;0.139;4.593;0.975;1;0.759;0.759;1;0.43;0.499;0.801;0;2;0.00343;0.11938;0;0;-;-;A488+A405;Prop-Lys;4a;14
A488+A405 Prop-Lys;Green/Red;0;0.502;0.502;0.706;0.706;0.551;0.225;1.35;0.942;1;0.216;0.216;1;0.469;0.377;0.516;1;2;0.00047;3.9218;0;0;-;-;A488+A405;Prop-Lys;4a;14
